,CMU1,CUBoulder1,Amherst1,UChicago1,Princeton1,ND1,Cornell2,Baruch1,Harvard1,UCBerkeley1,StBon1,UChicago3,Indiana1,Iowa1,UChicago4,ND2,Dartmouth2,UChicago5,Columbia1,CMU2,Amherst2
0,-0.000209266,0.000452199,-0.000164812,4.67E-05,-0.00030775,0.000189723,8.66E-05,0.000197544,5.41E-05,8.20E-05,0.000104657,-2.07E-05,0,-0.000114401,2.74E-05,0.000225623,0.00029097,0,3.51E-05,0.000892114,0.000171783
1,6.08E-06,-0.000315767,0.00021182,-1.01E-05,-0.000179335,-3.34E-05,-0.000204737,0.0001583,-0.000225398,2.79E-05,-7.82E-05,-1.09E-05,0,3.74E-05,-7.80E-05,-0.000115916,3.48E-05,0,1.33E-05,0.000257602,-0.000215807
2,-0.000166307,0.000418471,-0.000103317,-2.38E-05,-0.000278636,-4.85E-05,8.01E-05,-3.52E-05,4.16E-05,-4.62E-05,-3.40E-05,-0.000118357,0,-4.66E-06,-1.23E-05,2.74E-05,-5.10E-05,0,-0.000186721,-0.000303699,0.000114081
3,-1.56E-06,0.00039065,-4.89E-06,0.000269342,0.000183325,0.000103343,-3.60E-05,2.19E-05,-7.09E-05,0.000121177,2.47E-05,0.000180164,0,-8.60E-05,-1.63E-05,0.000169779,0.000243566,0,-7.86E-06,-0.000201728,-2.32E-05
4,5.04E-05,-0.000268338,-6.10E-05,-0.000111058,0.000486445,0.00028427,2.92E-05,-4.88E-05,7.29E-05,3.34E-05,0.000123679,-2.45E-05,0,-0.000143294,5.74E-05,0.000191836,0.000304107,0,0.000228592,0.000277183,6.88E-05
5,-5.48E-05,0.000311581,-0.000122367,0.000136449,0.000335577,6.37E-05,7.83E-05,-0.000240453,0.000100143,8.10E-05,7.11E-05,0.000123251,0,-5.47E-05,0.000101478,0.000204587,0.00016647,0,0.000247342,0.000388283,9.69E-05
6,2.49E-05,-0.00060253,-4.14E-05,-0.000101598,5.18E-05,-0.000147091,9.41E-05,5.54E-05,8.86E-05,-2.71E-05,-1.64E-05,-2.77E-05,0,1.22E-05,8.03E-05,-0.000194929,-0.000223689,0,-0.000518529,-0.000414385,7.95E-05
7,-4.01E-06,-0.000770435,-7.99E-05,0.000163807,0.000258138,0.000175675,0.000101027,-0.000129064,8.60E-05,1.52E-05,-3.17E-05,-5.60E-05,0,-6.35E-05,4.89E-05,4.42E-05,0.000197385,0,0.000118511,-0.000221897,9.36E-05
8,4.18E-05,0.000385256,0.000155403,4.29E-05,-0.000129641,0.000201158,-0.000171209,-4.99E-05,-0.000185538,4.94E-05,0.00014693,-3.85E-05,0,8.63E-05,0.000148851,-7.26E-06,0.000153104,0,0.000124628,-0.000411,-0.000156748
9,0.000217398,6.65E-05,1.57E-05,-1.73E-05,0.000119194,0.000203373,-5.95E-05,0.000191929,-6.70E-05,8.75E-05,0.00014178,-0.000115785,0,-0.000129133,8.89E-06,9.49E-05,0.000142284,0,-1.23E-05,0.000267755,-1.57E-05
10,8.43E-05,9.04E-05,-1.68E-05,0.000105001,-8.06E-05,-0.00037353,5.61E-05,-2.12E-05,7.38E-05,-6.96E-05,-6.62E-05,1.17E-05,0,1.24E-05,9.81E-05,-0.000143686,-0.000464601,0,-5.73E-05,-5.07E-05,1.84E-05
11,6.58E-05,0.000118735,5.97E-05,-0.000187965,0.000232862,0.000124409,1.20E-05,-1.06E-06,-2.65E-05,-3.25E-05,3.17E-06,3.57E-05,0,-9.50E-05,1.35E-05,0.000114561,0.000128589,0,0.000147219,-0.000386099,5.27E-05
12,-0.000258281,-0.000385043,-5.71E-05,0.000115145,-6.34E-05,-3.54E-05,-5.47E-05,0.000173502,-7.57E-05,6.93E-05,-3.88E-05,0.00016764,0,5.63E-05,-0.00018847,6.47E-05,4.54E-05,0,-5.67E-05,7.46E-05,-9.97E-05
13,0.000136963,-0.000142187,6.27E-05,-0.000103658,0.000386779,8.71E-05,1.77E-05,-8.11E-06,-6.68E-05,-3.27E-05,-0.000123504,0.000107577,0,2.71E-05,-0.00010625,6.05E-05,0.00011879,0,0.000135221,2.52E-05,7.79E-05
14,-0.000276566,-0.000186443,0.000117257,0.000361759,0.000403756,0.000353114,0.000125595,0.000180472,0.000114027,7.96E-05,0.000126299,-8.82E-05,0,-0.000116543,-1.49E-05,0.000282631,0.00039697,0,1.15E-05,-0.000432984,0.000119298
15,-3.86E-06,-0.000166031,-8.13E-05,-3.61E-05,-6.88E-05,-0.000162764,-8.79E-05,-8.12E-06,-9.57E-05,-1.10E-05,3.72E-05,2.07E-05,0,-3.60E-05,1.51E-06,-0.000216265,-0.000191084,0,0.000241513,-2.70E-05,-5.93E-05
16,0.000136712,0.000185262,3.42E-05,0.000301793,0.000258403,0.000235441,-1.01E-05,0.000127694,-2.07E-05,0.000115129,0.000188526,-3.96E-05,0,-0.00015841,6.68E-05,9.36E-05,0.000215669,0,0.000330962,-0.000210698,3.46E-05
17,0.000206421,0.000347116,0.000144402,0.000185263,0.000166266,0.000363706,9.27E-05,-5.37E-05,8.11E-05,0.000164525,0.000333504,0.000187968,0,-0.000105162,0.000175693,0.000154608,0.000309997,0,3.84E-05,0.00011394,0.000147785
18,2.50E-05,-0.000137647,-4.97E-05,8.03E-05,0.000279515,0.000206021,-4.99E-05,0.000145497,-1.92E-05,0.000125366,0.000129579,6.40E-05,0,-0.000102679,3.86E-06,-0.000116583,0.000193348,0,0.000121605,0.000536186,-6.78E-05
19,-3.77E-05,0.000263588,8.17E-05,0.000246235,-0.000437899,0.000230365,6.17E-05,4.49E-05,5.32E-05,0.000178562,0.000237218,-0.00017668,0,1.30E-05,0.00019918,0.00019636,0.000251693,0,0.000288393,-0.000419943,5.59E-05
20,6.43E-05,-0.000255145,-2.33E-05,-0.000162578,5.00E-05,-0.000137565,5.64E-06,-8.82E-05,3.47E-05,2.81E-05,-8.61E-05,0.000132903,0,3.09E-05,-0.000135511,-0.000110822,-0.000131748,0,-0.000136153,-0.000456504,-1.68E-05
21,0.000119831,-0.000237889,-1.92E-05,0.000108639,0.000213797,0.000166643,-7.90E-05,-3.06E-06,-8.31E-05,0.000141173,0.000147414,-0.000116773,0,-0.000198581,0.000137095,-0.000104992,0.000198469,0,0.000203665,-1.67E-05,-3.54E-05
22,-1.20E-05,0.000144893,-2.44E-05,0.00021373,0.000240761,-6.13E-05,-2.36E-05,0.000109285,-1.05E-05,0.000101146,-0.000105699,6.86E-05,0,-7.07E-05,-0.000184471,5.40E-05,-9.13E-06,0,-8.61E-06,0.00054871,-5.91E-05
23,0.000144071,6.28E-05,-4.34E-05,0.000293315,-0.000362685,0.000153321,-4.60E-05,-8.08E-05,-0.000111543,0.000200816,0.000222808,-2.98E-05,0,0.000112778,5.45E-05,6.26E-05,0.000119757,0,0.000182996,-2.65E-05,-4.61E-05
24,-7.39E-06,0.000106407,-0.000178818,0.000205767,-0.000244334,0.000227382,-0.000202879,-0.000116512,-0.000220218,0.000104175,0.000130652,-1.68E-05,0,1.10E-05,-9.82E-05,2.26E-05,0.000308303,0,0.00025203,-0.000719343,-0.000178397
25,-0.000147095,-0.000152048,3.28E-05,-0.000158968,0.000179501,-5.07E-05,0.000109864,5.38E-05,0.000125739,-2.43E-05,7.06E-05,-9.74E-05,0,-0.000191139,0.000153395,0.000124661,-9.43E-05,0,6.90E-05,-0.000379836,5.11E-05
26,0.000261507,0.000187039,6.21E-05,-0.000151056,0.000260435,5.60E-05,2.43E-05,-0.000114312,4.73E-05,-6.03E-05,4.13E-05,6.60E-05,0,-0.00010162,0.000117024,-5.27E-05,-5.91E-05,0,-6.91E-05,-0.000199073,8.68E-05
27,0.000201539,0.000144312,-8.40E-05,3.22E-05,0.00029242,0.000173963,-2.65E-05,-0.000130521,-5.13E-05,-3.34E-05,6.07E-05,8.55E-05,0,7.26E-05,4.44E-05,0.00013439,0.000243948,0,-8.58E-05,-0.000273335,-4.17E-05
28,6.45E-05,-0.000202828,7.60E-05,-8.14E-05,9.74E-05,1.69E-06,4.94E-05,-4.47E-05,4.12E-05,-3.29E-05,-7.84E-05,7.81E-05,0,3.60E-05,-4.07E-05,0.000130474,3.75E-05,0,-5.89E-06,-7.94E-05,7.13E-05
29,-4.78E-05,0.000690125,0.000133171,-0.000134882,0.000616584,0.000124607,0.000118625,-2.06E-05,0.000147336,3.45E-06,5.45E-05,-3.26E-05,0,-0.000152956,8.42E-05,0.000182257,0.00017803,0,0.000125938,0.000376432,0.000148148
30,0.000168808,-0.000383794,4.41E-05,-2.43E-05,0.000224914,0.000131201,4.42E-05,9.29E-05,3.47E-05,-8.50E-05,0.000146916,4.47E-05,0,-0.000138464,0.000250623,0.000107107,3.94E-05,0,0.000107804,0.000212822,6.22E-05
31,-6.16E-05,0.000413885,9.00E-05,7.17E-05,-3.10E-05,-9.52E-05,0.00011943,-3.64E-05,0.000129939,5.70E-05,-6.45E-05,-0.000177528,0,-4.08E-05,-0.00018597,-4.13E-05,-6.71E-05,0,-3.17E-05,2.06E-05,8.29E-05
32,-0.000147285,-0.000555451,1.83E-05,-7.04E-06,-4.85E-05,-5.72E-05,1.92E-05,0.000285616,3.14E-05,-7.48E-05,-0.00012033,0.00011947,0,6.50E-05,-0.000125266,-0.000123107,-7.79E-05,0,-0.000243513,5.17E-05,3.80E-06
33,-3.25E-05,2.87E-05,4.64E-05,-0.000219492,5.12E-05,8.47E-05,1.07E-05,2.36E-05,-1.96E-05,-7.68E-05,-3.78E-05,-3.14E-05,0,-2.60E-05,5.93E-05,6.70E-05,0.000174468,0,-2.09E-05,-3.86E-05,5.23E-05
34,3.64E-05,-0.000159897,-6.31E-05,-0.00010146,-0.000144178,6.00E-06,-2.17E-05,-8.95E-05,-3.04E-05,2.91E-05,2.37E-05,-2.51E-05,0,-3.56E-05,5.31E-05,-5.89E-05,-3.10E-05,0,0.000197928,7.45E-05,-5.55E-05
35,-7.67E-05,-0.000442209,-5.37E-05,5.34E-05,0.000117869,-0.000143,-3.85E-05,-1.97E-05,-9.30E-05,-1.58E-06,3.32E-05,3.50E-05,0,7.32E-05,6.59E-05,-0.000188267,-0.000162622,0,-3.45E-05,0.000156309,-3.25E-05
36,0.000136609,-0.00049386,-0.000204872,0.000307423,-7.61E-05,-5.22E-05,-0.000157804,-5.54E-05,-0.000135533,2.33E-05,-1.43E-05,5.38E-05,0,-9.42E-05,-6.64E-07,-6.76E-05,-2.49E-05,0,-1.75E-05,4.75E-05,-0.00020643
37,9.21E-05,-0.000298829,9.89E-05,-1.12E-05,-1.54E-05,7.06E-05,1.79E-05,-7.17E-05,3.33E-05,-0.000109249,-5.16E-05,-0.000114256,0,-1.22E-05,6.37E-05,-6.85E-07,0.000126326,0,-0.000365017,-6.97E-07,9.91E-05
38,0.00033478,0.000201014,0.000327626,-5.09E-05,9.63E-05,0.000156836,0.000286349,-9.17E-05,0.000299144,0.000148937,0.000405387,-5.86E-05,0,-0.000175975,0.000280462,0.000218008,3.62E-05,0,0.000157526,1.84E-05,0.000326737
39,-7.64E-05,0.000630038,0.00023634,0.000125703,-0.000149454,-1.30E-05,0.000244143,-6.88E-05,0.000235388,4.28E-05,0.000212288,-9.63E-05,0,-9.74E-05,0.000332807,-0.000102922,-0.000245037,0,0.000117078,8.16E-05,0.000276992
40,-2.81E-05,-0.000682378,-5.37E-05,8.78E-06,-0.000338046,0.000142048,-4.86E-05,-0.000100959,1.95E-05,-7.93E-06,0.000167836,-0.000158067,0,-5.10E-05,0.000243831,-6.22E-05,0.00014281,0,-7.94E-05,0.000235618,-5.96E-05
41,-0.00016377,6.18E-05,9.72E-05,-0.000100359,8.00E-05,-0.000181793,0.000223649,0.000161751,0.000220264,-4.97E-05,-0.000240443,0.000140732,0,-0.000214937,-0.000121774,8.94E-05,-0.000138484,0,-9.50E-05,0.000211484,0.000135152
42,7.13E-05,0.00013404,3.07E-05,-3.81E-05,-0.000198585,0.000194042,2.47E-05,-0.000234386,7.94E-05,8.78E-05,0.000136476,4.67E-05,0,0.000151932,-2.04E-05,-3.82E-05,0.000184113,0,-0.00013154,-6.81E-05,4.37E-05
43,0.000157937,-0.000714725,-0.000161777,3.37E-05,4.59E-05,7.54E-05,-0.000145255,2.32E-05,-0.000142355,8.45E-05,7.34E-05,-6.21E-05,0,1.72E-05,-5.70E-05,3.87E-05,6.43E-05,0,0.000123355,-0.000114174,-0.000187576
44,0.000163193,-1.91E-05,-6.39E-05,4.08E-05,-0.000393814,-7.09E-05,-4.05E-05,9.91E-05,-4.18E-05,7.93E-05,9.67E-05,-2.89E-05,0,0.000176915,-6.28E-05,-0.000230683,-0.000137514,0,-0.00016304,0.00033965,-6.08E-05
45,-6.05E-05,-7.66E-05,-9.63E-05,-0.00013973,0.000203709,8.21E-05,-9.12E-05,0.000371398,-9.21E-05,-0.00010718,-0.000125787,0.000117419,0,-0.000185332,-8.50E-05,8.63E-05,5.30E-05,0,-4.18E-05,0.000228201,-8.40E-05
46,-0.000120198,0.000570116,0.000167157,-7.19E-05,-0.000170691,-0.000167138,0.000145533,0.000155601,0.000153165,-1.67E-05,-0.000121143,0.000169484,0,0.000154461,-9.16E-05,-6.43E-05,-0.000164315,0,9.25E-05,0.000368425,0.000182531
47,-3.26E-06,-0.000181239,5.10E-05,4.02E-05,0.000262308,6.76E-05,0.000130056,-0.000138375,0.000148308,7.40E-05,4.04E-05,0.00013953,0,-1.98E-05,-3.58E-05,1.47E-05,7.15E-05,0,0.00010842,-0.000324429,6.56E-05
48,1.10E-05,-1.88E-06,0.000164252,0.000278848,0.000399844,0.000266951,0.000137345,8.68E-05,0.000137018,8.62E-05,0.000140939,-3.94E-05,0,1.14E-05,-3.06E-05,0.000194769,0.000295352,0,0.000227565,-1.23E-05,0.000141172
49,-0.000107889,-7.27E-05,9.37E-05,5.42E-05,-8.98E-05,-0.000106478,2.29E-06,0.000245631,-7.58E-05,7.04E-06,-0.000123956,-9.21E-05,0,0.000134887,-0.000134547,-5.42E-05,-0.00010666,0,-8.79E-05,-0.000236429,7.22E-05
50,-6.65E-05,0.000277442,9.30E-05,-0.000160461,0.000179279,3.14E-05,4.97E-05,-7.82E-05,5.33E-05,2.75E-05,-3.74E-05,-0.00016905,0,0.000131829,-0.000100978,0.00010439,3.79E-05,0,-6.10E-05,-0.000341298,9.33E-05
51,0.000218599,0.00013825,8.70E-05,0.000113353,8.93E-05,5.88E-05,6.23E-05,-7.08E-05,6.30E-05,0.00018011,0.000224324,-4.80E-05,0,6.08E-05,7.67E-05,-4.84E-05,3.51E-05,0,-3.84E-05,-0.000657147,9.62E-05
52,-0.000173544,0.000209669,-8.25E-05,0.000134187,-0.000321065,-0.000108417,-7.66E-05,0.000111381,-0.000115938,-4.62E-05,-8.15E-05,-1.00E-05,0,5.55E-05,-3.55E-05,-6.98E-05,-0.000104479,0,8.48E-06,-0.000397221,-8.56E-05
53,0.00016001,0.0004074,-2.33E-05,-2.13E-05,-0.000138134,0.000107944,2.72E-05,0.000112518,3.36E-05,5.55E-05,0.000187399,-1.40E-05,0,-0.000121022,0.000173477,0.000133139,7.79E-05,0,4.52E-05,-0.000311152,-2.80E-05
54,-9.27E-05,0.000523643,-5.78E-05,-7.59E-07,0.000284897,0.000159129,-8.33E-05,-0.000146751,-3.56E-06,7.85E-05,-4.85E-06,0.000190939,0,-0.000188988,-8.99E-05,-2.21E-05,0.000220652,0,0.000286469,0.000419251,-7.16E-05
55,0.000102069,0.000120887,-0.000231967,0.000179845,0.000110571,-5.52E-05,-0.000172232,2.41E-06,-0.00018724,7.75E-05,3.03E-05,-0.000170912,0,-0.000286359,-6.92E-05,-0.000128823,-5.89E-05,0,0.000322766,0.000457108,-0.000206385
56,-9.19E-05,-0.00019771,6.26E-06,-0.000155222,-4.51E-05,2.19E-05,-1.20E-05,-0.000152406,-1.42E-05,6.81E-05,6.24E-05,-0.000187038,0,0.000104638,-9.36E-05,-2.98E-05,3.48E-05,0,9.48E-05,4.25E-06,-1.40E-05
57,-0.000113003,-0.000340222,-1.92E-05,-7.93E-05,0.00033734,3.19E-06,-3.19E-05,0.000271362,-1.33E-05,8.81E-06,-9.49E-05,-0.000129013,0,3.30E-05,-6.61E-05,3.20E-06,2.68E-05,0,-0.000133018,-0.000451915,-3.95E-06
58,4.43E-05,-0.000660996,-3.52E-05,-0.000111633,0.000123039,9.80E-05,-4.80E-06,0.000252128,-9.44E-06,-0.000129612,-2.09E-05,7.02E-05,0,0.000212486,0.000136019,1.26E-05,5.69E-05,0,-6.24E-05,-0.000335379,-2.93E-06
59,-9.12E-05,0.000555901,0.000169027,-0.000102458,-2.62E-05,4.55E-05,0.000166674,-0.000100104,0.000180897,1.15E-05,0.000189584,9.68E-05,0,0.000160298,9.34E-05,0.000108395,-6.01E-05,0,-0.000112328,-0.000160858,0.000162781
60,0.000154384,0.000671883,-2.77E-05,1.30E-05,-6.27E-05,0.000105053,2.79E-05,0.000186664,3.61E-05,1.67E-05,0.000110808,0.000133494,0,-5.13E-05,4.69E-05,8.38E-05,6.79E-05,0,-0.000182282,0.000659579,-1.74E-05
61,-6.14E-05,0.000161143,0.000183074,-9.52E-05,6.39E-05,-4.53E-05,0.000175653,8.19E-05,0.000172118,-3.71E-06,0.00021295,3.48E-05,0,-7.28E-05,0.000227378,-0.000128807,-0.000182592,0,7.15E-05,-3.57E-06,0.000193876
62,7.68E-06,0.000347504,-1.50E-05,-0.000245515,-9.17E-05,-0.000346209,4.20E-05,0.000162505,2.85E-05,-0.000151884,-0.000234021,-1.39E-05,0,-0.000229396,-0.000172751,-0.000209326,-0.000387281,0,-8.61E-05,-0.00015277,2.35E-05
63,6.73E-05,0.000562784,5.47E-05,0.00015019,-3.37E-05,-4.12E-05,7.95E-05,9.91E-05,9.58E-05,4.03E-05,-4.07E-05,-7.26E-05,0,-0.000182895,-1.50E-05,-8.14E-05,-5.42E-06,0,2.82E-05,-0.000219248,7.11E-05
64,-3.52E-05,0.000201559,9.78E-05,0.000148729,-0.00010045,4.57E-07,0.0001311,0.000133465,0.00014351,3.86E-05,-3.33E-05,-2.17E-05,0,-0.000249483,-3.15E-05,-2.73E-05,3.30E-05,0,2.92E-05,-1.66E-05,0.000141261
65,-5.18E-05,-0.000207185,-0.000153695,-0.000121051,0.000105082,-0.000197163,-0.000136372,-6.82E-05,-0.000124533,-0.000119033,-9.21E-05,3.77E-05,0,0.000183881,8.18E-05,-0.000237923,-0.000252839,0,-0.000135138,0.000464598,-0.000155883
66,7.85E-05,-0.000174898,6.22E-05,-7.87E-05,0.000238945,0.000160099,-4.16E-06,-2.29E-05,2.10E-05,3.56E-05,0.000182893,0.000191333,0,1.09E-05,0.000126641,8.77E-05,0.00012765,0,7.61E-05,0.000214196,5.12E-05
67,-8.70E-05,-3.70E-05,1.99E-05,1.68E-06,-0.000314783,-0.000137702,-1.94E-06,-3.28E-05,-5.71E-05,-9.10E-05,-7.39E-05,0.000121816,0,5.63E-05,1.86E-05,-8.63E-05,-0.000175104,0,-0.00031504,0.000509535,8.05E-06
68,0.000157062,0.000253567,0.000184511,0.000119606,0.000141106,0.000228788,0.000191539,-6.22E-06,0.000185074,5.14E-05,0.000195939,2.30E-05,0,-0.000241385,0.000113955,0.000168276,0.000191139,0,2.09E-06,-0.000159203,0.000211425
69,2.76E-07,-0.000329968,4.02E-05,-0.000221861,0.000303342,-3.98E-05,7.16E-05,0.000182064,7.94E-05,-0.000141634,-0.000115058,-4.81E-05,0,-4.21E-05,-1.72E-06,8.36E-05,-0.000133614,0,-0.000109717,0.000380274,4.34E-05
70,4.25E-05,0.000656227,0.000200619,0.000109678,0.000241647,0.000129954,0.00019548,6.94E-05,0.000171484,3.24E-05,0.000191067,-0.000135952,0,-0.000296377,0.000201704,0.000162156,1.86E-05,0,0.000118419,3.32E-05,0.000203202
71,-7.22E-05,-0.000199515,9.73E-05,-7.02E-05,-0.000126101,-5.48E-05,0.000190194,5.41E-07,0.000185209,-9.45E-06,-5.69E-05,-0.000176052,0,2.19E-05,-6.70E-05,7.35E-05,-9.75E-05,0,0.000170296,0.000350349,0.000101825
72,8.15E-06,0.000494306,-4.22E-05,-0.000164955,0.000281479,0.000183894,-4.35E-05,-0.000182769,-6.99E-05,-0.000125882,-0.000157029,-0.00020334,0,7.98E-05,1.10E-05,0.000187364,0.000259176,0,-0.000150648,3.25E-05,-2.75E-05
73,6.05E-05,-0.000117375,-0.000190039,0.000317054,-8.02E-05,9.91E-05,-0.00014866,0.000285718,-0.000179747,0.000234771,0.000194792,7.40E-07,0,-2.75E-05,-7.96E-05,4.45E-05,0.000137596,0,0.000150196,-0.000314206,-0.000242791
74,0.000109779,-0.000532865,0.000158009,7.61E-05,3.21E-05,0.000133985,0.000139373,9.50E-05,0.000137895,0.000105018,0.000103432,-0.000236076,0,-0.000239398,2.86E-05,7.16E-05,0.000183135,0,-0.000224393,-0.000220925,0.000159091
75,1.96E-05,-0.000217503,-6.77E-06,3.95E-05,-0.000168633,0.000130604,-2.50E-05,-0.00011398,-6.07E-05,-1.98E-05,-4.68E-05,-0.000161964,0,0.000195146,-0.000114602,-1.71E-05,0.000105667,0,-0.000209216,0.000258198,-1.15E-05
76,0.000410293,-0.000234324,0.000118595,-0.000157097,0.000136407,8.58E-05,0.000139729,9.69E-05,0.000145339,-0.000196635,9.60E-05,0.000132273,0,-7.91E-05,0.000280868,0.000153741,-3.79E-05,0,-0.000181147,3.58E-05,0.000121903
77,-0.000232092,0.000563867,8.78E-05,-0.000311157,-4.60E-06,-0.000241487,9.12E-05,0.000136912,7.61E-05,-9.84E-05,-0.000306025,0.000212813,0,7.88E-05,-0.000151683,-5.23E-05,-0.000200296,0,-0.00013152,0.000518141,0.000100775
78,3.38E-05,-0.000664994,0.00012061,0.000142368,9.22E-05,-4.04E-05,9.46E-05,3.43E-05,8.05E-05,-0.000195349,-0.000187847,0.000223247,0,-0.000180768,-1.47E-05,0.000128266,-5.33E-05,0,-0.000285968,0.000200728,0.000125804
79,-9.79E-05,0.000257744,0.000136385,1.94E-05,2.80E-05,-0.000107188,0.000246737,-9.80E-05,0.000241983,-8.13E-05,-0.000169338,0.00011834,0,-2.97E-05,-1.27E-05,5.16E-05,-0.000120967,0,-7.25E-05,0.000172232,0.000165996
80,-6.89E-06,0.000658083,0.000169886,-0.000152888,0.000104973,-0.000175847,0.000162598,-0.00014104,0.000140769,-7.06E-05,2.11E-05,1.83E-05,0,2.92E-05,6.67E-05,-6.25E-05,-0.000259172,0,-9.19E-05,0.000124478,0.000175666
81,0.00024868,0.000305505,0.000322979,-0.000125071,0.000166151,5.54E-05,0.000228328,0.000163783,0.000170561,-0.000118818,0.00011468,0.00018414,0,-0.000218526,0.000249871,0.000183686,-4.58E-05,0,-9.04E-05,-0.000495532,0.000374831
82,1.64E-05,0.000743737,0.000135745,6.40E-05,-0.000212684,0.00022393,0.000136612,2.30E-05,0.000147982,6.80E-05,8.40E-05,-0.000257228,0,0.000195881,8.40E-05,0.000189647,0.000294873,0,0.000250498,-0.000266155,0.000156849
83,0.000137892,-4.12E-06,-4.03E-05,0.000234455,-7.73E-05,0.000135965,-3.55E-05,2.96E-05,-1.15E-05,5.73E-05,0.000124689,-0.000326597,0,7.28E-05,6.69E-05,0.000101701,9.81E-05,0,-0.000201186,-0.000506454,-2.26E-05
84,0.00024786,-4.86E-05,-2.91E-05,-0.000148447,0.000226529,0.000179951,1.48E-05,-0.000223754,3.05E-05,-2.43E-05,7.67E-05,-0.000174054,0,5.92E-06,0.00015893,8.19E-05,9.91E-05,0,-9.92E-05,-0.000280503,-3.36E-05
85,-3.75E-05,-4.38E-05,2.71E-05,9.46E-05,0.000117865,-4.61E-05,1.41E-05,-0.00017778,1.36E-05,-0.000163563,-0.000119694,7.89E-05,0,3.88E-05,7.89E-06,-0.000153478,-0.000134566,0,-3.73E-05,-8.79E-05,3.77E-05
86,0.000307824,-0.000115106,-6.69E-06,-3.72E-05,0.000430574,-1.04E-05,-7.53E-05,-0.000117777,-9.83E-05,3.90E-05,5.58E-05,-8.98E-05,0,-0.00015753,8.60E-05,-2.52E-05,-3.94E-05,0,0.000295359,-2.21E-05,-6.97E-06
87,-0.000130375,-4.63E-05,9.09E-05,4.34E-05,0.000305043,6.32E-08,0.000124887,-0.000174087,0.000106255,8.32E-06,-8.55E-05,0.000245594,0,7.01E-05,-7.79E-05,0.000113504,7.76E-05,0,6.23E-05,-9.66E-06,9.48E-05
88,-9.87E-05,0.000588606,-6.14E-05,-0.000134999,0.000384262,0.000182502,-1.63E-06,-0.000288175,4.12E-05,3.14E-05,0.000157893,5.06E-05,0,-0.000294129,0.000153506,-8.24E-06,0.000116944,0,0.000218441,-0.000226889,-2.99E-05
89,-0.000145093,3.05E-06,-4.88E-05,0.000108075,5.65E-05,0.000185218,-0.000100305,5.16E-05,-9.05E-05,4.58E-05,0.000134984,-7.72E-05,0,-3.15E-05,2.91E-05,0.000103257,0.000237904,0,0.000133758,-0.000103401,-6.43E-05
90,-0.000104643,0.000162543,-0.000113131,-8.51E-05,0.000397314,5.96E-05,-0.00012774,-0.000216401,-8.96E-05,-7.05E-05,-0.000180843,0.000132465,0,-5.82E-05,-0.000124337,-8.29E-06,0.000104884,0,1.39E-05,-0.000371701,-0.000104977
91,0.000185053,-0.000498929,-4.45E-05,3.02E-05,0.000265942,0.000183865,-5.03E-05,-6.76E-06,-3.14E-05,-4.21E-05,-3.74E-05,-8.18E-05,0,-7.89E-05,1.97E-05,3.65E-05,0.000153524,0,7.56E-07,0.000212847,-3.37E-05
92,-0.000269222,-0.00029728,2.58E-05,5.84E-05,1.33E-05,1.83E-05,4.68E-05,-1.16E-05,8.81E-05,4.25E-05,5.37E-05,-8.37E-05,0,-6.12E-05,-1.82E-06,7.45E-05,7.03E-05,0,2.78E-05,0.000143746,4.83E-05
93,-1.04E-06,0.000568499,-7.35E-06,0.00015074,0.000442251,0.000140853,4.74E-05,0.000222082,2.97E-05,5.19E-05,-6.57E-05,0.000152832,0,-6.69E-05,-0.000154186,6.27E-05,0.000209805,0,0.000366162,-0.000139098,7.69E-06
94,0.00025996,6.82E-05,0.000108524,-0.00019238,-0.000457769,-5.57E-05,0.000128237,-0.00016445,0.000163318,-0.000116379,-1.43E-06,-8.44E-05,0,-0.000165813,0.000176668,7.90E-05,-0.000160466,0,3.73E-05,0.000270253,0.000101771
95,0.000100904,0.000247033,-6.00E-05,0.000318734,0.00011,9.85E-05,-2.32E-05,-2.60E-05,-2.98E-05,0.000264593,0.000251596,0.000105613,0,4.96E-05,-8.84E-05,0.000115554,0.000123845,0,8.51E-05,0.000569468,-7.98E-05
96,0.000119067,0.000824186,8.14E-05,8.83E-05,0.000160919,0.000273949,9.87E-05,3.51E-05,4.48E-05,0.000189974,0.000247813,-4.43E-05,0,-0.000274234,1.05E-07,0.00013879,0.000269484,0,0.000421563,0.00031036,7.15E-05
97,2.69E-05,-0.000306705,8.91E-05,-0.000313739,2.29E-06,-4.96E-05,8.68E-05,0.000103507,0.00015401,-5.91E-05,1.34E-05,5.45E-05,0,-9.75E-05,-9.15E-07,-6.83E-05,-6.91E-05,0,0.000237756,-1.35E-05,8.85E-05
98,0.000144026,-0.000199508,0.000131535,-7.86E-05,-4.98E-05,0.000204777,6.34E-05,0.000219728,9.39E-05,4.97E-05,0.000139542,6.03E-05,0,-0.000168147,3.84E-05,-6.70E-05,0.000207573,0,0.000100242,-9.24E-05,0.00014743
99,-0.000149368,0.000309538,5.54E-05,0.000188399,8.03E-05,-8.91E-05,6.83E-05,0.000239799,6.19E-05,8.92E-05,7.98E-05,0.000121397,0,-0.000127647,-8.14E-05,2.34E-05,-5.67E-05,0,-2.12E-05,7.40E-05,6.13E-05
